# Must follow the order the enum SafetyAlert::Type.
#
# Columns are:
#  1. point rule
#  2. allow freeway
#  3. priority: 0-65535, 0 means disabled, 1 is least important, 65535 is most important
#     Alerts with the same priority will be prioritised by lowest distance.
#     Alerts with priority <= 5 are only displayed at lower zoom levels
#  4. initial time (seconds) for point rules, distance (metres) for area rules
#  5. repeat (metres for point rules, seconds for area rules)
#  6. deactivation delay (seconds, free driving mode only)
#  7. speed limit threshold (percentage, 0 indicates "trigger always")
#  8. shelf life (minutes, time before refreshing from the server)
#  9. expiry (minutes, time before deleting from the database)
# 10. true to take the heading into consideration, false to ignore the heading
#
# 1     2     3    4     5    6    7    8        9    10
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_PRIORITY_OVER_ONCOMING_TRAFFIC
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_YIELD_TO_ONCOMING_TRAFFIC
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_CROSSING_WITH_PRIORITY_FROM_THE_RIGHT
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_PEDESTRIAN_CROSSING
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_YIELD
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_NO_ENGINE_BRAKE
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_END_OF_NO_ENGINE_BRAKE
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_NO_IDLING
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_TRUCK_ROLLOVER
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_LOW_GEAR
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRAFFIC_SIGN_END_OF_LOW_GEAR
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRUCK_TOLL_BOOTH
true, true,   0,  20,  107,  5,   0, 10080, 5256000, false   # TYPE_TRUCK_WEIGH_STATION
false,true,   0,  5000, 30,  5,   0,   720,    1440, false   # TYPE_WEATHER_FLOOD
false,true,   0,  5000, 30,  5,   0,   720,    1440, false   # TYPE_WEATHER_TROPICAL
false,true,   0,  5000, 30,  5,   0,   720,    1440, false   # TYPE_WEATHER_WINTER
false,true,   0,  5000, 30,  5,   0,   720,    1440, false   # TYPE_WEATHER_MARINE
false,true,   0,  5000, 30,  5,   0,   720,    1440, false   # TYPE_WEATHER_HIGH_WIND
